province,type,name,about,priorities,website,phone,email,address,parent_ministry,minister_name,minister_phone,minister_email,minister_url,minister_photo_url,twitter,facebook,youtube,instagram
ON,Ministry,"Colleges, Universities, Research Excellence and Security","Ministry of Colleges, Universities, Research Excellence and Security438 University Avenue, 5thFloorToronto, Ontario M7A 2A5",,https://www.ontario.ca/page/ministry-colleges-universities-research-excellence-and-security,416-325-2929,,"438 University Avenue, 5 th Floor Toronto, On",,Ontario Student Assistance Program (OSAP),,,,,https://x.com/ONtrainandstudy,https://www.facebook.com/ONtrainandstudy/,,https://www.instagram.com/ONtrainandstudy/
ON,Ministry,"Children, Community and Social Services","Helping to improve outcomes for children, youth, families and individuals who need support, and advancing the interests of women across Ontario.",,https://www.ontario.ca/page/ministry-children-community-and-social-services,416-325-5225,,"438 University Avenue, 7 th floor Toronto, On",,Family Responsibility Office,,,,,http://x.com/childrenON,https://www.facebook.com/OntarioSocialServices/,,https://www.instagram.com/ontario_children/
ON,Ministry,Citizenship and Multiculturalism,"Leads the government’s anti-racism, economic inclusion, cultural heritage and provincial awards initiatives to build an equitable Ontario and promote a sense of belonging.",,https://www.ontario.ca/page/ministry-citizenship-and-multiculturalism,416-212-0039,,"0039 Ministry of Citizenship and Multiculturalism 56 Wellesley Street West, 14 th Floor Toronto, On",,"The Government of Ontario includes ministries, agencies and Crown corporations.",,,,,https://x.com/ontariomcm,,,https://www.instagram.com/ontariomcm/
ON,Ministry,"Economic Development, Job Creation and Trade","Our engaged and inclusive team is passionate about delivering policies, programs and services to help businesses of all sizes and in every region to start, grow, invest, trade and create jobs, and to attract investment to Ontario.",,https://www.ontario.ca/page/ministry-economic-development-job-creation-trade,416-326-8475,,"777 Bay Street, 18 th floor Toronto, On",,Venture Ontario,,,,,https://x.com/ONeconomy,https://www.facebook.com/EconomyON/,,
ON,Ministry,Finance,"Leading the province’s fiscal, tax, economic and statistics policy, administering tax and benefit programs and reporting on Ontario’s economic and fiscal plans.",,https://www.ontario.ca/page/ministry-finance,1-866-888-3850,,"7776 Ministry of Finance 95 Grosvenor Street Toronto, On",,Ontario Trillium Benefit,,,,,https://x.com/onfinance,https://www.facebook.com/FinanceON/,,https://www.instagram.com/ontariofinance/
ON,Ministry,"Environment, Conservation and Parks","Leading to healthier communities and economic prosperity through protecting Ontario’s air, land and water.",,https://www.ontario.ca/page/ministry-environment-conservation-parks,416-325-4000,,"777 Bay Street Toronto, On",,"The Government of Ontario includes ministries, agencies and Crown corporations.",,,,,https://x.com/ONEnvironment,https://www.facebook.com/ONenvironment,,
ON,Ministry,Emergency Preparedness and Response,Read theProvincial Emergency Management Strategy and Action Plan - 2025 Annual Report.,,https://www.ontario.ca/page/ministry-emergency-preparedness-and-response,,,,,"Ensuring Ontario’s communities are safe, practiced and prepared for emergencies.",,,,,https://x.com/preparedON,https://facebook.com/preparedON,,
ON,Ministry,Health,"Connecting Ontarians to the health care they need, when and where they need it — in their community, closer to home.",,https://www.ontario.ca/page/ministry-health,1-800-855-0511,CCU.MOH@ontario.ca,"777 Bay Street Toronto, On",,"Connecting Ontarians to the health care they need, when and where they need it — in their community, closer to home.",,,,,https://x.com/ONThealth,https://www.facebook.com/ONThealth/,,
ON,Ministry,Francophone Affairs,"Ensuring Franco-Ontarians receive government services in French so they can participate in the social, economic and political life of the province while maintaining their linguistic and cultural heritage.",,https://www.ontario.ca/page/ministry-francophone-affairs,416-325-4983,,,,"Ensuring Franco-Ontarians receive government services in French so they can participate in the social, economic and political life of the province while maintaining their linguistic and cultural heritage.",,,,,,https://www.facebook.com/ONgov,,
ON,Ministry,Infrastructure,"Building Ontario through critical infrastructure projects that help grow the economy, deliver better services, make commutes easier and create complete communities.",,https://www.ontario.ca/page/ministry-infrastructure,416-327-4412,,"7095 Ministry of Infrastructure 777 Bay Street, 5 th floor Toronto, On",,"Building Ontario through critical infrastructure projects that help grow the economy, deliver better services, make commutes easier and create complete communities.",,,,,https://x.com/ONInfra,,,https://www.instagram.com/oninfrastructure
ON,Ministry,Intergovernmental Affairs,"Working with provincial, federal and international partners on issues that affect Ontario.",,https://www.ontario.ca/page/ministry-intergovernmental-affairs,416-326-1234,,"5520 99 Wellesley Street West Toronto, On",,"The Office of International Relations and Protocol acts as the Ontario government’s point of contact to one of the largest consular corps in the world, with more than 100 foreign governments represented in Ontario.",,,,,,,,
ON,Ministry,Municipal Affairs and Housing,"Working with local governments and partners across Ontario to build safe and strong urban and rural communities with dynamic local economies, a high quality of life and affordable and suitable homes for everyone.",,https://www.ontario.ca/page/ministry-municipal-affairs-housing,416-585-7041,,"7095 Ministry of Municipal Affairs and Housing 777 Bay Street, 17 th Toronto, On",,Building Code,,,,,https://twitter.com/housingon,https://www.facebook.com/ONMunicipalAndHousing,,
ON,Ministry,Long-Term Care,Overseeing long-term care in Ontario to ensure that residents get the quality of care and quality of life they need and deserve both now and in the future.,,https://www.ontario.ca/page/ministry-long-term-care,416-327-4327,,"400 University Avenue, 6 th Floor Toronto, On",,"The Ministry of Long-Term Care oversees long-term care in Ontario, including:",,,,,https://x.com/ONlongtermcare,https://www.facebook.com/ONlongtermcare/,,
ON,Ministry,Natural Resources,Protecting Ontario’s biodiversity while promoting economic opportunities in the resource sector and supporting outdoor recreation opportunities.,,https://www.ontario.ca/page/ministry-natural-resources,1-800-387-7011,minister.mnrf@ontario.ca,"300 Water Street Peterborough, On",,Protecting Ontario’s biodiversity while promoting economic opportunities in the resource sector and supporting outdoor recreation opportunities.,,,,,https://x.com/ONresources,https://www.facebook.com/ONresources,,https://www.instagram.com/ONresources/
ON,Ministry,Northern Economic Development and Growth,"Promoting economic and community development in Northern Ontario with business support services, grants and loans.",,https://www.ontario.ca/page/ministry-northern-economic-development-and-growth,,MNEDG.Minister@ontario.ca,"933 Ramsey Lake Road, 4 th Floor Sudbury, On",,"The Government of Ontario includes ministries, agencies and Crown corporations.",,,,,https://x.com/NorthON,https://www.facebook.com/ONnorth/,,
ON,Ministry,Indigenous Affairs and First Nations Economic Reconciliation,"Ontario is working to address the legacy of residential schools, remove barriers andreconcile relationshipswith Indigenous peoples.",,https://www.ontario.ca/page/ministry-indigenous-affairs,416-326-4740,,"6072 Ministry of Indigenous Affairs and First Nations Economic Reconciliation 160 Bloor Street East, 4 th floor Toronto, On",,National Day for Truth and Reconciliation,,,,,https://twitter.com/IndigenousON,https://www.facebook.com/IndigenousON,,https://instagram.com/indigenous_ontario
ON,Ministry,Public and Business Service Delivery and Procurement,"Ensuring people and businesses of Ontario can access vital programs, services, and products, overseeing consumer protection, advancing digital innovation and making it easier to run a business in Ontario.",,https://www.ontario.ca/page/ministry-public-and-business-service-delivery-and-procurement,,,"777 Bay Street, 5 th Floor Toronto, On",,"The Archives of Ontario is the largest provincial archives in Canada and the premier source of information about the history of the land we now call Ontario and its people. Since 1903, we’ve been collecting, preserving and making available the documentary heritage of the province.",,,,,https://x.com/ServiceOntario,https://www.facebook.com/ServiceOntario,,https://www.instagram.com/archivesontario/
ON,Ministry,Red Tape Reduction,"We’re improving services for people, reducing costs for businesses, and making it easier to work with government.",,https://www.ontario.ca/page/ministry-red-tape-reduction,,,"56 Wellesley Street West Toronto, On",,Delivering Results: Cutting Red Tape to Build a Stronger Ontario,,,,,https://x.com/CutRedTapeON1,,,https://instagram.com/cutredtapeon
ON,Ministry,Seniors and Accessibility,"Helping seniors and people with disabilities stay independent, active, and socially connected. We are also helping seniors stay safe and making Ontario more accessible for everyone and promoting the benefits of age-diverse, accessible workplaces and communities where everyone is able to participate.",,https://www.ontario.ca/page/ministry-seniors-accessibility,416-326-7076,,,,The Ministry oversees:,,,,,https://x.com/seniorsON,https://www.facebook.com/SeniorsOntario,,
ON,Ministry,Energy and Mines,"Working to develop a safe, reliable and affordable energy supply across Ontario, and overseeing our mineral sector, providing geoscience information and supporting sustainable development.",,https://www.ontario.ca/page/ministry-energy-and-mines,1-888-668-4636,,"9845 Ministry of Energy and Mines 77 Grenville Street Toronto, On",,Mining Lands Administration System (MLAS),,,,,https://twitter.com/onenergy,https://www.facebook.com/energyontario/,,https://www.instagram.com/ontenergy/
ON,Ministry,Rural Affairs,Ensuring prosperity across the province by supporting business development and vibrant communities in rural Ontario.,,https://www.ontario.ca/page/ministry-rural-affairs,647-329-1485,,"1485 Ministry of Rural Affairs 777 Bay Street Toronto, On",,Rural Economic Development Strategy,,,,,https://x.com/ONRuralAffairs,https://www.facebook.com/ONRuralAffairs/,,
ON,Ministry,Solicitor General,"Ensuring Ontario’s communities are supported and protected by law enforcement, and that public safety and correctional systems are safe, effective and accountable.",,https://www.ontario.ca/page/ministry-solicitor-general,416-326-5000,,"0572 Ministry of the Solicitor General 25 Grosvenor Street Toronto, On",,"Ensuring Ontario’s communities are supported and protected by law enforcement, and that public safety and correctional systems are safe, effective and accountable.",,,,,https://x.com/onsafety,https://www.facebook.com/ONsafety,,
ON,Ministry,"Tourism, Culture and Gaming","Supporting and delivering exceptional tourism, cultural and gaming experiences across the province.",,https://www.ontario.ca/page/ministry-tourism-culture-and-gaming,416-326-9326,,"438 University Avenue Toronto, On",,"The Government of Ontario includes ministries, agencies and Crown corporations.",,,,,https://x.com/ExploreON,https://www.facebook.com/ExploreON/?rf=227589730674142,,https://www.instagram.com/onexplore/
ON,Ministry,Transportation,"Moving people and goods safely, efficiently and sustainably across Ontario to improve quality of life and support a globally competitive economy.",,https://www.ontario.ca/page/ministry-transportation,416-235-4686,,"4686 Ministry of Transportation 777 Bay Street, 5 th floor Toronto, On",,"The Government of Ontario includes ministries, agencies and Crown corporations.",,,,,http://www.metrolinx.com/en/,https://www.facebook.com/OntarioTransportation,,https://www.instagram.com/ontario.transportation
ON,Ministry,Education,"Delivering early years, child care and publicly funded education from kindergarten to Grade 12.",,https://www.ontario.ca/page/ministry-education,416-325-2929,,"7095 Ministry of Education 315 Front Street West, 14 th Floor Toronto, On",,"The Government of Ontario includes ministries, agencies and Crown corporations.",,,,,https://x.com/ONEducation,https://www.facebook.com/OntarioEducation/,,https://www.instagram.com/ontario_education/
ON,Ministry,"Labour, Immigration, Training and Skills Development","Helping protect workers and settle workplace disputes, supporting skilled trades and employment services, attracting highly-skilled newcomers and helping people get settled in Ontario.",,https://www.ontario.ca/page/ministry-labour-immigration-training-skills-development,416-326-7160,webes@ontario.ca,"400 University Avenue Toronto, On",,Employment Standards Information Centre,,,,,https://x.com/ONTatwork,https://www.facebook.com/OntarioAtWork,,https://www.instagram.com/OntarioAtWork/
ON,Ministry,Sport,"Enhancing quality of life by promoting sustainable sport and recreation, fostering healthy, active communities, supporting athletic development and driving economic growth.",,https://www.ontario.ca/page/ministry-sport,647-534-0564,,"777 Bay Street Toronto, On",,"The Government of Ontario includes ministries, agencies and Crown corporations.",,,,,https://x.com/ontariosport,https://www.facebook.com/ontarioministryofsport/,,https://www.instagram.com/ontario.sport/
PE,Archives,Public Archives and Records Office of PEI,,,https://www.princeedwardisland.ca/en/information/paro,,,,Education and Lifelong Learning,,,,,,,,,
PE,Museum / Arts Centre,Confederation Centre of the Arts,"This summer, the Island’s best kitchen party is at The Mack. C’MON IN! t...",,https://confederationcentre.com/,1-800-565-0278,,,Tourism and Culture,,,,,,,,,
PE,Museum,PEI Museum and Heritage Foundation,...but your activity and behavior on this site made us think that you are a bot.,,https://peimuseum.ca/,,,,Tourism and Culture,,,,,,,,,
QC,Regulatory Agency,Régie de l'énergie,,,https://www.regie-energie.qc.ca/,,,,Natural Resources and Forestry,,,,,,,,,
QC,Crown Corporation,Investissement Québec,,,https://www.investissement-quebec.com/,,,,Economy and Innovation,,,,,,,,,
QC,Crown Corporation,Loto-Québec,,,https://www.lotoquebec.com/,,,,Finance,,,,,,,,,
QC,Crown Corporation,Hydro-Québec,,,https://www.hydroquebec.com/,,,,Natural Resources and Forestry,,,,,,,,,
QC,Government Agency,Revenu Québec,Parce que nous sommes pleinement engagés à mieux vous servir!,,https://www.revenuquebec.ca/,,,,Finance,,,,,,,,,
QC,Crown Corporation,Société des alcools du Québec (SAQ),"Javascript est désactivé dans votre navigateur.Pour une meilleure expérience sur notre site, assurez-vous d’activer JavaScript dans votre navigateur.",,https://www.saq.com/,1 866 873-2020,,,Finance,,,,,,,,,
QC,Crown Agency,RECYC-QUÉBEC,Rejoignez ce grand mouvement et contribuez à réduire notre empreinte sur l’environnement.,,https://www.recyc-quebec.gouv.qc.ca/,,,,Environment and the Fight against Climate Change,,,,,,,,,
QC,Crown Corporation,Société québécoise d'information juridique (SOQUIJ),©️ Société québécoise d'information juridique (SOQUIJ) - Tous droits réservés | SOQUIJ est une société qui relève duministre de la Justice du Québec,,https://soquij.qc.ca/,,,,Justice,,,,,,,,,
QC,Museum / Gallery,Musée national des beaux-arts du Québec,Notre raison d’être : réunir autour de l’art en proposant des expériences créatives façonnées par l’excellence.,,https://www.mnbaq.org/,,,,Culture and Communications,,,,,,,,,
QC,Crown Agency,Conseil des arts et des lettres du Québec,"À la recherche d'une aide financière pour amorcer ou réaliser un projet artistique? Consultez les programmes offerts par le CALQ selon votre profil, votre discipline et votre lieu de résidence.",,https://www.calq.gouv.qc.ca/,418 643-1707,,,Culture and Communications,,,,,,,,,
QC,Agency,Office québécois de la langue française,"L’Office québécois de la langue française présenteUne valeur sûre : vocabulaire des stratégies de placement, qui est le fruit d’une collaboration avec des spécialistes du ministère des Finances, de BMO Groupe financier, de HEC Montréal et de l’École des sciences de la gestion de l’Université du Québec à Montréal[+]",,https://www.oqlf.gouv.qc.ca/,,,,Culture and Communications,,,,,,,,,
QC,Museum,Musée de la civilisation,"Vous cherchez quoi faire en famille à Québec? Le Musée de la civilisation est l’endroit idéal pour vivre un moment mémorable avec vos enfants ou vos petits-enfants. Entre les expositions, les activités culturelles et les ateliers éducatifs, petits et grands y trouveront de quoi s’émerveiller.",,https://www.mcq.org/,,,,Culture and Communications,,,,,,,,,
QC,Archives / Library,Bibliothèque et Archives nationales du Québec (BAnQ),... mais votre navigation sur ce site nous laisse croire que vous pourriez être un robot.,,https://www.banq.qc.ca/,,,,Culture and Communications,,,,,,,,,
QC,Museum,Musée Pointe-à-Callière,"Retrouvez la trace de Hélène de Sparte et courez la chance de gagner une escapade culturelle avec des billets pour l’exposition, une publication des Beaux-Arts et une nuitée à l’hôtel Saint-Sulpice.",,https://pacmusee.qc.ca/,514 872-9150,,,Culture and Communications,,,,,,,,,
QC,Crown Agency,Infrastructure Québec,,,https://www.infras.gouv.qc.ca/,,,,Treasury Board,,,,,,,,,
QC,Independent Agency / Ombudsman,Protecteur du citoyen,Le Protecteur du citoyen a rendu public un guide de bonnes pratiques à l’intention des ministères et organismes gouvernementaux en vue de garantir l'accès aux services publics pour tous.,,https://www.protecteurducitoyen.qc.ca/,1 800 463-5070,,,Justice,,,,,,,,,
QC,Museum,Musée McCord d'histoire canadienne,"Des travaux de réaménagement ont lieu au rez-de-chaussée afin d’améliorer votre expérience de visite, l’accessibilité et la convivialité de nos espaces. Le Musée demeure opérationnel et les expositions sont pleinement accessibles.En savoir plus",,https://www.musee-mccord-stewart.ca/,,,,Culture and Communications,,,,,,,,,
QC,Agency / Department,Affaires municipales et Habitation(French only),"Initialement créé en 1918 pour organiser et superviser les municipalités qui faisaient face aux défis liés à la modernisation de la société québécoise, le Ministère est devenu, plus de 100 ans plus tard, un acteur essentiel du développement local. Il collabore plus que jamais avec les municipalités et travaille en partenariat avec elles pour accroître leur autonomie.",,https://www.quebec.ca/gouvernement/ministeres-organismes/affaires-municipales,,,,,,,,,,,,,
QC,Agency / Department,Conseil exécutif(French only),Le ministère du Conseil exécutif relève directement de la première ministre. Il exerce des fonctions particulières et uniques au regard de la gouvernance de l’administration publique.,,https://www.quebec.ca/gouvernement/ministeres-organismes/conseil-executif,,,,,,,,,,,,,
QC,Crown Corporation,Caisse de dépôt et placement du Québec,"Pour une expérience de navigation améliorée, les navigateurs Microsoft Edge ou Google Chrome sont recommandés.",,https://www.cdpq.com/,,,,Finance,,,,,,,,,
QC,Agency / Department,"Agriculture, Pêcheries et Alimentation(French only)","Le ministère de l’Agriculture, des Pêcheries et de l’Alimentation influence et appuie l’essor de l’industrie bioalimentaire québécoise.",,https://www.quebec.ca/gouvernement/ministeres-organismes/agriculture-pecheries-alimentation,,,,,,,,,,,,,
QC,Agency / Department,Emploi et Solidarité sociale(French only),Le ministère de l’Emploi et de la Solidarité sociale contribue au développement social et à la prospérité économique du Québec.,,https://www.quebec.ca/gouvernement/ministeres-organismes/emploi-solidarite-sociale,,,,,,,,,,,,,
QC,Agency / Department,"Économie, Innovation et Énergie(French only)",Ministre délégué à l'Économie et aux Petites et Moyennes Entreprises,,https://www.quebec.ca/gouvernement/ministeres-organismes/economie,,,,,,,,,,,,,
QC,Commission,Commission québécoise des libérations conditionnelles,Le droit d'être assisté ou représenté par la personne de son choix,,https://www.cqlc.gouv.qc.ca/,418 646-8300,cqlc@cqlc.gouv.qc.ca,,Public Safety,,,,,,,,,
QC,Agency / Department,Famille(French only),Le ministère de la Famille contribue à la vitalité et au développement socioéconomique du Québec en favorisant l’épanouissement des familles et le développement du plein potentiel des enfants.,,https://www.quebec.ca/gouvernement/ministeres-organismes/famille,,,,,,,,,,,,,
QC,Agency / Department,Éducation(French only),"Le ministère de l’Éducation veille à offrir à tous les élèves des services de qualité adaptés à leurs besoins et qui favorisent leur réussite, dans un milieu d'apprentissage sain. En soutenant le réseau scolaire, il permet aux élèves d’acquérir des savoirs et de développer des compétences qui feront d'eux des citoyens engagés et responsables. Le Ministère fait également la promotion auprès de la population d'un mode de vie physiquement actif dans des milieux sécuritaires.",,https://www.quebec.ca/gouvernement/ministeres-organismes/education,,,,,,,,,,,,,
QC,Agency / Department,Culture et Communications(French only),Être le catalyseur d’une culture audacieuse et source de fierté pour le Québec.,,https://www.quebec.ca/gouvernement/ministeres-organismes/culture-communications,,,,,,,,,,,,,
QC,Agency / Department,Justice(French only),"Le ministère de la Justice favorise l'accessibilité à un système de justice qui soit proche des citoyens, digne de confiance et intègre afin de faciliter l'exercice des droits des citoyens.",,https://www.quebec.ca/gouvernement/ministeres-organismes/justice,,,,,,,,,,,,,
QC,Agency / Department,Langue française(French only),Le Ministère veille à renforcer le français en tant que seule langue officielle et langue commune au Québec.,,https://www.quebec.ca/gouvernement/ministeres-organismes/langue-francaise,,,,,,,,,,,,,
QC,Commission,Commission des droits de la personne et des droits de la jeunesse,Nos bureaux sont ouverts du lundi au vendredide 8 h 30 à 12 h et de 13 h à 16 h 30,,https://www.cdpdj.qc.ca/,438 867-4074,medias@cdpdj.qc.ca,,Justice,,,,,,,,,
QC,Agency / Department,Ressources naturelles et Forêts(French only),"D’une superficie de 1,7millionkm2, le territoire québécois se distingue par son étendue et l’abondance de ses ressources. Dans une perspective de développement durable, notre mission est d’assurer la gestion et de soutenir la mise en valeur des ressources forestières et minérales ainsi que du territoire du Québec.",,https://www.quebec.ca/gouvernement/ministeres-organismes/ressources-naturelles-forets,,,,,,,,,,,,,
QC,Agency / Department,Finances,"The Ministère des Finances du Québec, through its contribution to the responsible and rigorous management of public finances, intends to be recognized as a highly effective, innovative and outstanding institution which serves society as a whole and supports Québec’s equitable economic development to ensure a better quality of life for current and future generations.",,https://www.quebec.ca/en/government/departments-agencies/finances,,,,,,,,,,,,,
QC,Agency / Department,Santé et Services sociaux(French only),"Le ministère de la Santé et des Services sociaux (MSSS) souscrit aux cinq valeurs fondamentales de la fonction publique québécoise que sont la compétence, l'impartialité, l'intégrité, la loyauté et le respect pour réaliser sa mission. Il s’appuie également sur des valeurs qui lui sont propres, soit le courage, l’humanisme, la rigueur et le leadership.",,https://www.quebec.ca/gouvernement/ministeres-organismes/sante-services-sociaux,,,,,,,,,,,,,
QC,Agency / Department,"Environnement, Lutte contre les changements climatiques, Faune et Parcs(French only)","Le Ministère contribue à la lutte contre les changements climatiques, la protection de l’environnement et la conservation de la biodiversité au bénéfice des générations actuelles et futures.",,https://www.quebec.ca/gouvernement/ministeres-organismes/environnement,,,,,,,,,,,,,
QC,Agency / Department,Relations internationales et Francophonie(French only),"La mission du Ministère est de diriger l’action internationale du gouvernement et assurer le développement économique, le rayonnement de l’identité et la défense des intérêts du Québec.",,https://www.quebec.ca/gouvernement/ministeres-organismes/relations-internationales,,,,,,,,,,,,,
QC,Agency / Department,Travail(French only),"Le ministère du Travail offre différents services et renseignements en matière de relations du travail. Il s’adresse principalement aux citoyens, aux employeurs et aux associations patronales et syndicales.",,https://www.quebec.ca/gouvernement/ministeres-organismes/travail,,,,,,,,,,,,,
QC,Agency / Department,Secrétariat du Conseil du trésor(French only),Le Secrétariat du Conseil du trésor est l'appareil administratif du Conseil du trésor. Il trouve son assise légale dans la Loi sur l'administration publique.,,https://www.quebec.ca/gouvernement/ministeres-organismes/secretariat-conseil-tresor,,,,,,,,,,,,,
QC,Agency / Department,Tourisme(French only),"Visant à favoriser la prospérité du secteur touristique, le rôle du Ministère se traduit par la mise en place d’un environnement d’affaires propice au développement du potentiel touristique du Québec.",,https://www.quebec.ca/gouvernement/ministeres-organismes/tourisme,,,,,,,,,,,,,
QC,Agency / Department,"Immigration, Francisation et Intégration(French only)","Le ministère de l’Immigration, de la Francisation et de l'Intégration sélectionne les personnes immigrantes, les soutient dans leurs démarches de francisation et leur offre les services nécessaires pour faciliter leur intégration au Québec. Il sensibilise également l’ensemble de la population québécoise à la diversité pour construire un environnement toujours plus inclusif.",,https://www.quebec.ca/gouvernement/ministeres-organismes/immigration,,,,,,,,,,,,,
QC,Agency / Department,Enseignement supérieur(French only),L'enseignement supérieur englobe les institutions et les programmes d'études qui se situent au-delà du diplôme de secondaire. Il se divise en deux niveaux : collégial et universitaire.,,https://www.quebec.ca/gouvernement/ministeres-organismes/enseignement-superieur,,,,,,,,,,,,,
QC,Agency / Department,Transports et Mobilité durable,"The Ministère des Transports et de la Mobilité durable actively contributes to the prosperity of Québec and its territories. Through the importance it places on sustainable mobility, the Ministère ensures the development of safe and efficient transportation systems.",,https://www.quebec.ca/en/government/departments-agencies/transports,,,,,,,,,,,,,
QC,Independent Agency,Commissaire à la santé et au bien-être,Le CSBE aspire à intégrer une approche axée sur la valeur à son analyse de la performance du système. Cette approche attire l'attention sur les résultats des soins et services qui sont importants pour la population selon leurs coûts.,,https://www.csbe.gouv.qc.ca/,,csbe@csbe.gouv.qc.ca,,Health and Social Services,,,,,,,,,
QC,Crown Corporation,Société immobilière du Québec,,,https://www.siq.gouv.qc.ca/,,,,Treasury Board,,,,,,,,,
QC,Ministry,Affaires municipales et de l'Habitation,"Initialement créé en 1918 pour organiser et superviser les municipalités qui faisaient face aux défis liés à la modernisation de la société québécoise, le Ministère est devenu, plus de 100 ans plus tard, un acteur essentiel du développement local. Il collabore plus que jamais avec les municipalités et travaille en partenariat avec elles pour accroître leur autonomie.",,https://www.quebec.ca/gouvernement/ministeres-organismes/affaires-municipales,,,,,Samuel Poulin,,,https://www.assnat.qc.ca/fr/deputes/poulin-samuel-17831/coordonnees.html,,,,,
QC,Ministry,Affaires municipales et de l'Habitation,"Initialement créé en 1918 pour organiser et superviser les municipalités qui faisaient face aux défis liés à la modernisation de la société québécoise, le Ministère est devenu, plus de 100 ans plus tard, un acteur essentiel du développement local. Il collabore plus que jamais avec les municipalités et travaille en partenariat avec elles pour accroître leur autonomie.",,https://www.quebec.ca/gouvernement/ministeres-organismes/affaires-municipales,,,,,Karine Boivin Roy,,,https://www.assnat.qc.ca/fr/deputes/boivin-roy-karine-19255/coordonnees.html,,,,,
QC,Ministry,Affaires municipales et de l'Habitation,"Initialement créé en 1918 pour organiser et superviser les municipalités qui faisaient face aux défis liés à la modernisation de la société québécoise, le Ministère est devenu, plus de 100 ans plus tard, un acteur essentiel du développement local. Il collabore plus que jamais avec les municipalités et travaille en partenariat avec elles pour accroître leur autonomie.",,https://www.quebec.ca/gouvernement/ministeres-organismes/affaires-municipales,,,,,Mathieu Lévesque,,,https://www.assnat.qc.ca/fr/deputes/levesque-mathieu-17851/coordonnees.html,,,,,
QC,Ministry,Affaires municipales et de l'Habitation,"Initialement créé en 1918 pour organiser et superviser les municipalités qui faisaient face aux défis liés à la modernisation de la société québécoise, le Ministère est devenu, plus de 100 ans plus tard, un acteur essentiel du développement local. Il collabore plus que jamais avec les municipalités et travaille en partenariat avec elles pour accroître leur autonomie.",,https://www.quebec.ca/gouvernement/ministeres-organismes/affaires-municipales,,,,,Chantal Rouleau,,,https://www.assnat.qc.ca/fr/deputes/rouleau-chantal-17931/coordonnees.html,,,,,
QC,Ministry,Affaires municipales et de l'Habitation,"Initialement créé en 1918 pour organiser et superviser les municipalités qui faisaient face aux défis liés à la modernisation de la société québécoise, le Ministère est devenu, plus de 100 ans plus tard, un acteur essentiel du développement local. Il collabore plus que jamais avec les municipalités et travaille en partenariat avec elles pour accroître leur autonomie.",,https://www.quebec.ca/gouvernement/ministeres-organismes/affaires-municipales,,,,,Jean-François Simard,,,https://www.assnat.qc.ca/fr/deputes/simard-jean-francois-5369/coordonnees.html,,,,,
QC,Ministry,"Ministère de l’Agriculture, des Pêcheries et de l’Alimentation (MAPAQ)","Le ministère de l’Agriculture, des Pêcheries et de l’Alimentation influence et appuie l’essor de l’industrie bioalimentaire québécoise.",,https://www.quebec.ca/gouvernement/ministeres-organismes/agriculture-pecheries-alimentation,,,,,Donald Martel,,,https://www.assnat.qc.ca/fr/deputes/martel-donald-12165/coordonnees.html,,,,,
QC,Ministry,Conseil exécutif,Le ministère du Conseil exécutif relève directement de la première ministre. Il exerce des fonctions particulières et uniques au regard de la gouvernance de l’administration publique.,,https://www.quebec.ca/gouvernement/ministeres-organismes/conseil-executif,,,,,Christine Fréchette,,,https://www.quebec.ca/premiere-ministre/a-propos/nous-joindre,,,,,
QC,Ministry,Culture et des Communications,Être le catalyseur d’une culture audacieuse et source de fierté pour le Québec.,,https://www.quebec.ca/gouvernement/ministeres-organismes/culture-communications,,,,,Mathieu Lacombe,,,https://www.assnat.qc.ca/fr/deputes/lacombe-mathieu-17927/coordonnees.html,,,,,
QC,Ministry,"Ministère de l’Économie, de l’Innovation et de l’Énergie",N/A,,https://www.quebec.ca/gouvernement/ministeres-organismes/economie,,,,,Bernard Drainville,,,https://www.assnat.qc.ca/fr/deputes/drainville-bernard-209/coordonnees.html,,,,,
QC,Ministry,"Ministère de l’Économie, de l’Innovation et de l’Énergie",N/A,,https://www.quebec.ca/gouvernement/ministeres-organismes/economie,,,,,Eric Girard,,,https://www.assnat.qc.ca/fr/deputes/girard-eric-17957/index.html,,,,,
QC,Ministry,"Ministère de l’Économie, de l’Innovation et de l’Énergie",N/A,,https://www.quebec.ca/gouvernement/ministeres-organismes/economie,,,,,Daniel Bernard,,,https://www.assnat.qc.ca/fr/deputes/bernard-daniel-13/coordonnees.html,,,,,
QC,Ministry,Ministère de l'Éducation,"Le ministère de l’Éducation veille à offrir à tous les élèves des services de qualité adaptés à leurs besoins et qui favorisent leur réussite, dans un milieu d'apprentissage sain. En soutenant le réseau scolaire, il permet aux élèves d’acquérir des savoirs et de développer des compétences qui feront d'eux des citoyens engagés et responsables. Le Ministère fait également la promotion auprès de la population d'un mode de vie physiquement actif dans des milieux sécuritaires.",,https://www.quebec.ca/gouvernement/ministeres-organismes/education,,,,,Sonia LeBel,,,https://www.assnat.qc.ca/fr/deputes/lebel-sonia-17847/coordonnees.html,,,,,
